"","team","game_id","game_date","FGA_2","FGM_2","FGA_3","FGM_3","FTA","FTM","AST","BLK","STL","TOV","TOV_team","DREB","OREB","F_tech","F_personal","team_score","opponent_team_score","largest_lead","notD1_incomplete","OT_length_min_tot","rest_days","attendance","tz_dif_H_E","prev_game_dist","home_away","home_away_NS","travel_dist","region"
"2987","grambling_lady_tigers","game_2022_3299","2022-01-29","37","14","27","9","15","13","12","1","5","19","0","13","17","0","18","68","81","4","FALSE",NA,"19","350","0","600","away","-1","237",NA
"2988","grambling_lady_tigers","game_2022_5140","2022-03-09","38","14","18","6","25","16","10","1","7","11","2","24","13","0","17","62","54","9","FALSE",NA,"4","222","0","143","away","0","557",NA
"2989","grambling_lady_tigers","game_2022_5018","2022-03-05","49","23","16","2","20","12","10","8","9","12","1","30","12","0","19","64","56","9","FALSE",NA,"2","301","0","273","away","-1","605",NA
"2990","grambling_lady_tigers","game_2022_5196","2022-03-11","42","16","21","4","20","15","11","2","6","17","0","20","15","0","22","59","74","0","FALSE",NA,"2",NA,"0","0","away","0","557",NA
"2991","grambling_lady_tigers","game_2022_4056","2022-02-14","46","20","15","4","15","11","13","0","10","17","0","19","15","0","18","63","71","5","FALSE",NA,"2",NA,"0","58","away","-1","414",NA
"2992","grand_canyon_lopes","game_2022_2040","2021-12-30","42","10","20","9","21","19","10","0","12","15","2","21","22","0","19","66","49","16","FALSE",NA,"7","107","0","2322","away","-1","2322","West"
"2993","grand_canyon_lopes","game_2022_635","2021-11-20","43","19","18","4","23","12","12","5","14","22","1","16","11","0","31","62","89","0","FALSE",NA,"4","1199","0","1682","away","-1","1682","West"
"2994","grand_canyon_lopes","game_2022_159","2021-11-10","66","34","19","7","9","6","16","1","27","18","0","23","19","0","23","95","48","49","FALSE",NA,NA,NA,NA,NA,"home","0",NA,"West"
"2995","grand_canyon_lopes","game_2022_3473","2022-02-03","37","16","29","8","9","8","17","2","11","14","0","22","13","0","24","64","59","14","FALSE",NA,"3","234","0","1776","away","-1","1776","West"
"2996","grand_canyon_lopes","game_2022_4560","2022-02-24","51","30","19","2","11","7","14","4","14","10","0","23","16","0","18","73","55","26","FALSE",NA,"5","1016","0","515","home","1","0","West"
"2997","grand_canyon_lopes","game_2022_1161","2021-12-01","53","33","23","8","15","8","24","0","26","9","0","23","16","0","18","98","48","50","FALSE",NA,"4",NA,NA,NA,"home","0",NA,"West"
"2998","grand_canyon_lopes","game_2022_3843","2022-02-10","36","11","22","6","13","10","10","2","8","13","0","20","16","0","18","50","58","6","FALSE",NA,"5","1103","0","489","home","1","0","West"
"2999","grand_canyon_lopes","game_2022_951","2021-11-27","44","17","18","6","14","11","13","4","12","15","0","22","16","0","17","63","54","10","FALSE",NA,"7","263","0","1682","home","1","0","West"
"3000","grand_canyon_lopes","game_2022_1732","2021-12-17","30","13","17","6","20","17","14","0","9","22","0","12","11","0","24","61","76","4","FALSE",NA,"8","187","1","1706","home","0","1662","West"
"3001","grand_canyon_lopes","game_2022_2281","2022-01-08","37","18","31","10","11","7","15","3","14","16","0","18","15","0","22","73","72","14","FALSE","5","2","421","0","0","home","1","0","West"
"3002","grand_canyon_lopes","game_2022_1975","2021-12-23","40","14","14","5","21","15","13","2","9","17","0","27","13","0","21","58","53","13","FALSE",NA,"5","486","0","1662","home","1","0","West"
"3003","grand_canyon_lopes","game_2022_5208","2022-03-12","34","15","20","4","19","15","8","4","13","18","3","13","14","1","20","57","74","0","FALSE",NA,"1",NA,"-2","0","away","0","409","West"
"3004","grand_canyon_lopes","game_2022_432","2021-11-16","51","16","15","7","20","11","10","2","11","18","1","27","17","0","14","64","57","7","FALSE",NA,"6","615","0",NA,"home","1","0","West"
"3005","grand_canyon_lopes","game_2022_4877","2022-03-03","42","17","17","6","17","13","11","1","8","14","1","24","12","0","17","65","63","6","FALSE",NA,"5","831","0","1804","away","-1","745","West"
"3006","grand_canyon_lopes","game_2022_5185","2022-03-11","49","20","12","2","27","18","7","1","11","11","0","22","15","0","18","64","60","11","FALSE",NA,"6",NA,"-1","177","home","0","409","West"
"3007","grand_canyon_lopes","game_2022_4201","2022-02-17","51","21","11","6","20","15","11","3","13","27","2","37","19","0","20","75","55","27","FALSE",NA,"5","501","0","0","home","1","0","West"
"3008","grand_canyon_lopes","game_2022_3363","2022-01-31","40","12","18","2","20","13","4","1","14","21","0","24","16","0","29","43","61","7","FALSE",NA,"2","489","0","0","home","1","0","West"
"3009","grand_canyon_lopes","game_2022_1768","2021-12-18","28","14","18","5","28","19","12","3","10","23","0","25","9","0","21","62","52","14","FALSE",NA,"1","411","1","0","home","0","1662","West"
"3010","grand_canyon_lopes","game_2022_2916","2022-01-22","47","19","14","9","14","8","16","3","13","16","0","22","8","0","25","73","54","19","FALSE",NA,"7","430","0","1306","home","1","0","West"
"3011","grand_canyon_lopes","game_2022_4686","2022-02-26","41","19","17","8","12","4","17","2","8","21","0","16","13","0","23","66","69","4","FALSE",NA,"2","222","0","1590","away","-1","1590","West"
"3012","grand_canyon_lopes","game_2022_4324","2022-02-19","29","8","22","5","24","15","5","5","8","18","2","33","10","0","23","46","43","8","FALSE",NA,"2","723","0","515","away","-1","515","West"
"3013","grand_canyon_lopes","game_2022_1487","2021-12-09","47","24","13","3","29","20","13","1","9","11","0","9","11","0","14","77","108","2","FALSE",NA,"5","227","0","596","away","-1","182","West"
"3014","grand_canyon_lopes","game_2022_1286","2021-12-04","36","17","18","3","13","10","8","1","9","17","1","19","13","1","25","53","60","14","FALSE",NA,"3","287","0",NA,"away","-1","537","West"
"3015","grand_canyon_lopes","game_2022_3598","2022-02-05","42","17","20","6","14","9","12","6","12","14","0","27","10","0","16","61","52","11","FALSE",NA,"2","489",NA,"1574","away","-1","489","West"
"3016","grand_canyon_lopes","game_2022_2577","2022-01-15","40","17","13","1","12","10","9","2","16","24","1","18","14","0","20","47","37","13","FALSE",NA,"2","914",NA,"147","away","-1","1306","West"
"3017","grand_canyon_lopes","game_2022_2475","2022-01-13","35","18","21","10","12","8","17","6","13","17","2","21","8","0","29","74","69","11","FALSE",NA,"5","444","0","1160","away","-1","1160","West"
"3018","grand_canyon_lopes","game_2022_3968","2022-02-12","39","14","27","10","8","8","15","0","11","17","3","29","19","0","18","66","50","24","FALSE",NA,"2","629","0","0","home","1","0","West"
"3019","grand_canyon_lopes","game_2022_5007","2022-03-05","38","14","23","6","21","19","10","3","11","10","1","22","16","0","17","65","59","11","FALSE",NA,"2","547",NA,"390","away","-1","410","West"
"3020","grand_canyon_lopes","game_2022_3266","2022-01-29","38","21","13","3","16","10","4","3","14","21","1","22","9","0","13","61","59","8","FALSE",NA,"7","491","0","0","home","1","0","West"
"3021","grand_canyon_lopes","game_2022_2218","2022-01-06","37","9","16","4","27","20","5","6","14","15","0","19","11","0","15","50","62","2","FALSE",NA,"7","314","0","2322","home","1","0","West"
"3022","green_bay_phoenix","game_2022_294","2021-11-13","38","19","19","5","27","18","14","4","10","14","0","22","15","0","23","71","54","19","FALSE",NA,"4","1778","0","698","home","1","0","South"
"3023","green_bay_phoenix","game_2022_3970","2022-02-12","32","12","23","4","23","17","10","2","8","9","1","21","9","0","11","53","39","16","FALSE",NA,"2",NA,"0","457","away","-1","463","South"
"3024","green_bay_phoenix","game_2022_1607","2021-12-12","31","12","25","9","15","12","16","1","9","12","1","21","11","0","15","63","53","15","FALSE",NA,"8","3906","0","756","away","-1","196","South"
"3025","green_bay_phoenix","game_2022_892","2021-11-26","26","11","18","6","23","17","8","3","9","24","0","20","9","0","20","57","54","18","FALSE",NA,"6","5500","-2","2470","away","0","2470","South"
"3026","green_bay_phoenix","game_2022_3847","2022-02-10","44","19","14","6","5","5","13","2","6","13","1","33","9","0","11","61","57","12","FALSE",NA,"3","512","0","844","away","-1","844","South"
"3027","green_bay_phoenix","game_2022_2220","2022-01-06","34","16","21","5","2","2","8","0","8","14","0","22","6","0","12","49","51","8","FALSE",NA,"17","236","0","549","away","-1","549","South"
"3028","green_bay_phoenix","game_2022_4206","2022-02-17","26","16","27","13","5","4","20","5","8","14","0","25","5","0","10","75","46","29","FALSE",NA,"5","1681","0","463","home","1","0","South"
"3029","green_bay_phoenix","game_2022_4326","2022-02-19","38","18","21","10","6","5","16","2","4","10","1","25","8","0","17","71","56","17","FALSE",NA,"2","2202","0","0","home","1","0","South"
"3030","green_bay_phoenix","game_2022_51","2021-11-09","36","18","16","4","4","1","10","0","6","16","1","19","6","0","12","49","70","0","FALSE",NA,NA,"1652","0",NA,"away","-1","698","South"
"3031","green_bay_phoenix","game_2022_3602","2022-02-05","33","15","25","8","3","3","16","3","10","21","1","32","12","0","14","57","41","28","FALSE",NA,"2","1987","0","0","home","1","0","South"
"3032","green_bay_phoenix","game_2022_1214","2021-12-02","27","9","27","10","17","15","13","3","7","16","2","31","11","0","13","63","44","24","FALSE",NA,"5","252","0","3070","away","-1","778","South"
"3033","green_bay_phoenix","game_2022_3478","2022-02-03","45","20","17","4","20","18","18","0","11","14","0","24","8","0","15","70","69","2","FALSE","10","5","1687","0","677","home","1","0","South"
"3034","green_bay_phoenix","game_2022_553","2021-11-18","44","13","22","7","6","5","11","4","6","10","0","25","14","0","17","52","61","0","FALSE",NA,"5","1622","0","0","home","1","0","South"
"3035","green_bay_phoenix","game_2022_4911","2022-03-03","40","16","17","7","7","4","16","4","7","11","1","29","8","0","7","57","42","23","FALSE",NA,"5","2014","0","612","home","1","0","South"
"3036","green_bay_phoenix","game_2022_2284","2022-01-08","45","22","27","6","16","13","21","4","9","6","0","24","25","0","10","75","38","37","FALSE",NA,"2",NA,"0","265","away","-1","300","South"
"3037","green_bay_phoenix","game_2022_1290","2021-12-04","31","9","28","10","13","10","15","2","2","9","0","28","8","0","17","58","67","4","FALSE",NA,"2","1022","0","75","away","-1","710","South"
"3038","green_bay_phoenix","game_2022_1883","2021-12-20","34","12","18","8","30","23","14","2","9","16","0","27","9","0","16","71","67","15","FALSE",NA,"8","1534","0","196","home","1","0","South"
"3039","green_bay_phoenix","game_2022_4690","2022-02-26","27","12","33","10","18","12","16","4","11","11","3","21","13","0","24","66","64","17","FALSE",NA,"2","297","0","292","away","-1","612","South"
"3040","green_bay_phoenix","game_2022_639","2021-11-20","38","22","21","6","17","16","15","1","7","12","0","24","10","0","20","78","67","21","FALSE",NA,"2","1653","0","0","home","1","0","South"
"3041","green_bay_phoenix","game_2022_3715","2022-02-07","33","15","20","6","23","17","14","3","4","11","0","21","11","0","13","65","56","9","FALSE",NA,"2","1748","0","0","home","1","0","South"
"3042","green_bay_phoenix","game_2022_3267","2022-01-29","32","17","11","7","12","12","13","1","11","19","0","20","3","0","15","67","58","12","FALSE",NA,"2","790","0","89","away","-1","677","South"
"3043","green_bay_phoenix","game_2022_970","2021-11-27","28","10","25","5","10","8","11","1","7","21","3","27","11","0","15","43","53","0","FALSE",NA,"1",NA,"-2","0","home","0","2470","South"
"3044","green_bay_phoenix","game_2022_5076","2022-03-07","25","13","33","4","5","4","13","4","3","14","2","18","6","0","14","42","69","0","FALSE",NA,"4",NA,"1","549","home","0","549","South"
"3045","green_bay_phoenix","game_2022_4567","2022-02-24","34","20","26","9","7","6","21","4","3","12","2","26","14","0","14","73","57","26","FALSE",NA,"3","206","0","320","away","-1","447","South"
"3046","green_bay_phoenix","game_2022_4431","2022-02-21","39","14","15","5","9","5","9","5","2","9","1","26","5","0","17","48","50","16","FALSE",NA,"2","754","0","163","away","-1","163","South"
"3047","green_bay_phoenix","game_2022_3156","2022-01-27","46","18","31","9","11","10","20","1","8","16","1","38","23","0","14","73","51","27","FALSE",NA,"19","575","0","373","away","-1","610","South"
"3048","greenville_panthers","game_2022_1545","2021-12-11","52","18","18","6","4","2","17","2","5","24","0","31","16","0","13","56","105","0","TRUE",NA,NA,NA,NA,NA,"away","0",NA,NA
"3049","hampton_lady_pirates","game_2022_96","2021-11-09","40","15","13","2","26","20","7","1","9","24","3","26","12","1","20","56","78","2","FALSE",NA,NA,"412","0",NA,"away","-1","453",NA
"3050","hampton_lady_pirates","game_2022_211","2021-11-11","46","13","17","4","19","13","9","4","10","14","0","24","18","0","20","51","36","16","FALSE",NA,"2","1000","0","216","away","-1","245",NA
"3051","hampton_lady_pirates","game_2022_310","2021-11-13","41","12","21","3","25","14","9","3","2","11","1","25","10","0","13","47","96","2","FALSE",NA,"2",NA,"0","245","home","1","0",NA
"3052","hampton_lady_pirates","game_2022_3732","2022-02-08","43","20","10","3","16","7","11","1","7","16","3","15","12","0","10","56","53","14","FALSE",NA,"3","200","0","579","away","-1","579",NA
"3053","hampton_lady_pirates","game_2022_554","2021-11-18","37","16","11","2","27","20","8","1","6","23","1","26","12","0","19","58","75","6","FALSE",NA,"5","2600","0","188","away","-1","188",NA
"3054","hampton_lady_pirates","game_2022_722","2021-11-21","49","14","6","3","28","23","7","1","5","12","1","25","9","0","25","60","78","0","FALSE",NA,"3","2207","0","343","away","-1","278",NA
"3055","hampton_lady_pirates","game_2022_1101","2021-11-29","45","17","9","1","10","4","7","3","10","26","0","21","14","0","16","41","58","1","FALSE",NA,"8","213","0","230","away","-1","47",NA
"3056","hampton_lady_pirates","game_2022_1166","2021-12-01","43","14","11","5","8","5","10","5","6","14","0","21","9","0","12","48","68","0","FALSE",NA,"2","1891","0","47","home","1","0",NA
"3057","hampton_lady_pirates","game_2022_2889","2022-01-22","48","17","12","2","18","5","11","2","8","22","0","31","13","0","17","45","71","0","FALSE",NA,"18","711","0","351","away","-1","351",NA
"3058","hampton_lady_pirates","game_2022_1309","2021-12-04","34","11","19","4","35","22","4","1","4","14","5","25","17","0","16","56","52","14","FALSE",NA,"3",NA,"0","0","home","1","0",NA
"3059","hampton_lady_pirates","game_2022_1465","2021-12-08","42","15","20","4","20","15","15","3","8","14","0","31","19","0","13","57","40","15","FALSE",NA,"4",NA,"0","0","home","1","0",NA
"3060","hampton_lady_pirates","game_2022_3866","2022-02-10","39","19","8","4","33","25","11","0","7","19","1","25","9","0","20","75","58","21","FALSE",NA,"2","167","0","133","away","-1","588",NA
"3061","hampton_lady_pirates","game_2022_3498","2022-02-03","50","26","7","1","5","4","11","3","3","18","0","23","9","0","21","59","65","6","FALSE",NA,"2","212","0","49","away","-1","566",NA
"3062","hampton_lady_pirates","game_2022_3571","2022-02-05","42","22","11","2","18","8","6","3","9","14","1","21","11","0","18","58","60","4","FALSE",NA,"2","500","0","566","home","1","0",NA
"3063","hampton_lady_pirates","game_2022_2087","2022-01-01","44","24","20","8","23","13","21","3","17","15","0","18","14","0","18","85","71","17","FALSE",NA,"24","525","0","0","home","1","0",NA
"3064","hampton_lady_pirates","game_2022_2155","2022-01-04","53","25","12","5","6","1","18","2","15","11","1","27","11","0","16","66","43","31","FALSE",NA,"3","556","0","0","home","1","0",NA
"3065","hampton_lady_pirates","game_2022_4082","2022-02-15","49","14","8","2","25","21","7","6","8","12","0","21","11","0","10","55","73","0","FALSE",NA,"3","184","0","0","home","1","0",NA
"3066","hampton_lady_pirates","game_2022_3067","2022-01-26","34","18","25","9","25","17","5","0","9","13","0","17","9","0","25","80","64","20","FALSE",NA,"2",NA,"0","286","home","1","0",NA
"3067","hampton_lady_pirates","game_2022_3368","2022-02-01","44","23","10","4","31","24","12","2","9","19","0","26","8","1","30","82","92","1","FALSE",NA,"6","174","0","523","away","-1","523",NA
"3068","hampton_lady_pirates","game_2022_4904","2022-03-03","51","18","18","4","17","13","9","2","11","11","0","23","11","0","20","61","70","0","FALSE",NA,"2",NA,"0","0","away","0","457",NA
"3069","hampton_lady_pirates","game_2022_4592","2022-02-24","49","21","7","2","10","6","13","0","8","10","1","20","9","0","19","54","51","13","FALSE",NA,"2","463","0","380","away","-1","380",NA
"3070","hampton_lady_pirates","game_2022_4660","2022-02-26","52","23","10","2","16","10","14","2","6","18","1","22","12","0","13","62","76","1","FALSE",NA,"2","653","0","191","away","-1","191",NA
"3071","hampton_lady_pirates","game_2022_3027","2022-01-24","46","15","6","3","21","12","11","1","9","11","1","22","7","1","20","51","69","7","FALSE",NA,"2",NA,"0","131","away","-1","286",NA
"3072","hampton_lady_pirates","game_2022_4444","2022-02-22","57","21","14","5","6","2","16","2","16","11","0","17","16","0","10","59","53","11","FALSE",NA,"2","353","0","0","home","1","0",NA
"3073","hampton_lady_pirates","game_2022_4416","2022-02-20","45","16","10","1","26","16","13","3","9","18","0","26","9","0","19","51","77","1","FALSE",NA,"1",NA,"0","334","home","1","0",NA
"3074","hampton_lady_pirates","game_2022_3939","2022-02-12","43","18","10","5","17","10","15","0","9","13","1","23","11","0","15","61","52","14","FALSE",NA,"2","2123","0","588","home","1","0",NA
"3075","hampton_lady_pirates","game_2022_4789","2022-03-01","53","16","4","0","29","23","5","0","12","8","0","26","7","0","16","55","49","8","FALSE",NA,"3",NA,"0","318","home","0","457",NA
"3076","hampton_lady_pirates","game_2022_4294","2022-02-19","40","19","9","1","20","10","6","0","12","21","1","23","7","0","24","51","68","13","FALSE",NA,"4","906","0","334","away","-1","334",NA
"3077","harris_stowe_state_hornets","game_2022_1380","2021-12-05","45","10","9","3","41","28","5","2","10","22","0","21","18","0","23","57","95","2","TRUE",NA,NA,NA,NA,NA,"away","0",NA,NA
"3078","hartford_hawks","game_2022_177","2021-11-10","34","16","22","8","11","6","10","5","6","20","2","32","9","0","17","62","71","2","FALSE",NA,NA,"363","0",NA,"home","1","0",NA
"3079","hartford_hawks","game_2022_377","2021-11-14","37","10","31","5","12","7","8","2","3","19","0","28","15","0","17","42","85","0","FALSE",NA,"4","233","0","0","home","1","0",NA
"3080","hartford_hawks","game_2022_2170","2022-01-05","26","13","22","5","6","3","10","1","4","20","2","28","3","0","10","44","65","1","FALSE",NA,"3",NA,"0","100","home","1","0",NA
"3081","hartford_hawks","game_2022_544","2021-11-18","33","15","19","6","19","8","11","2","8","33","1","22","15","1","26","56","81","3","FALSE",NA,"4","140","0","2429","away","-1","2429",NA
"3082","hartford_hawks","game_2022_634","2021-11-20","39","15","24","9","15","8","15","6","8","37","0","31","15","0","23","65","88","0","FALSE",NA,"2","231","0","98","away","-1","2376",NA
"3083","hartford_hawks","game_2022_800","2021-11-23","49","16","27","10","9","6","14","1","10","11","1","22","26","0","13","68","72","2","FALSE",NA,"3","148","0","2376","home","1","0",NA
"3084","hartford_hawks","game_2022_2672","2022-01-17","35","17","17","4","9","6","11","2","8","15","1","22","11","0","12","52","49","3","FALSE",NA,"12","101","0","0","home","1","0",NA
"3085","hartford_hawks","game_2022_1040","2021-11-28","43","15","27","6","19","16","9","1","12","19","0","15","14","0","22","64","113","0","FALSE",NA,"5","524","0","46","away","-1","46",NA
"3086","hartford_hawks","game_2022_1183","2021-12-01","34","13","27","7","21","15","10","3","7","18","1","23","16","0","21","62","73","7","FALSE",NA,"3","187","0","134","away","-1","111",NA
"3087","hartford_hawks","game_2022_2844","2022-01-21","36","16","16","9","2","1","14","6","8","27","0","24","5","0","20","60","77","2","FALSE",NA,"2","360","0","240","away","-1","306",NA
"3088","hartford_hawks","game_2022_4644","2022-02-26","46","21","12","4","14","13","10","2","6","16","0","28","10","0","18","67","66","11","FALSE","5","3","322","0","263","away","-1","165",NA
"3089","hartford_hawks","game_2022_1366","2021-12-05","37","12","23","7","17","8","11","3","9","14","0","19","8","0","16","53","73","0","FALSE",NA,"4","197","0","111","home","1","0",NA
"3090","hartford_hawks","game_2022_1970","2021-12-22","31","10","22","5","14","5","9","1","9","26","0","16","13","0","16","40","86","0","FALSE",NA,"5","204","0","9","home","1","0",NA
"3091","hartford_hawks","game_2022_1480","2021-12-08","28","10","30","9","6","2","11","1","3","22","1","26","12","0","10","49","84","0","FALSE",NA,"3","446",NA,"108","away","-1","108",NA
"3092","hartford_hawks","game_2022_2723","2022-01-19","33","18","17","5","19","15","13","1","9","19","0","22","9","0","21","66","69","5","FALSE",NA,"2","227","0","214","away","-1","214",NA
"3093","hartford_hawks","game_2022_1749","2021-12-17","52","18","17","3","7","5","6","2","12","19","1","26","18","0","13","50","73","0","FALSE",NA,"9","545","0","108","away","-1","9",NA
"3094","hartford_hawks","game_2022_3557","2022-02-05","32","10","10","1","4","1","8","1","4","22","3","16","6","0","14","24","53","0","FALSE",NA,"10","828","0","183","away","-1","133",NA
"3095","hartford_hawks","game_2022_3766","2022-02-09","35","14","22","6","5","2","14","5","7","18","0","24","9","0","14","48","51","5","FALSE",NA,"2","175","0","0","home","1","0",NA
"3096","hartford_hawks","game_2022_3716","2022-02-07","36","17","18","6","9","5","12","0","5","20","0","22","9","0","15","57","64","4","FALSE",NA,"2","207","0","133","home","1","0",NA
"3097","hartford_hawks","game_2022_2129","2022-01-02","25","6","23","8","9","3","9","6","4","24","0","26","7","0","17","39","77","1","FALSE",NA,"11","616","0","100","away","-1","100",NA
"3098","hartford_hawks","game_2022_4432","2022-02-21","45","16","16","4","6","2","11","5","7","14","1","24","11","1","16","46","63","3","FALSE",NA,"2","174","0","0","home","1","0",NA
"3099","hartford_hawks","game_2022_5043","2022-03-05","33","12","14","6","8","7","13","1","6","20","3","22","5","0","13","49","63","1","FALSE",NA,"5","902","0","318","away","-1","468",NA
"3100","hartford_hawks","game_2022_2978","2022-01-23","29","10","15","4","16","12","7","6","7","25","0","22","8","0","13","44","71","0","FALSE",NA,"2","71","0","306","home","1","0",NA
"3101","hartford_hawks","game_2022_4074","2022-02-14","32","15","17","6","13","11","13","1","12","19","1","16","9","0","16","59","61","19","FALSE",NA,"2","110","0","0","home","1","0",NA
"3102","hartford_hawks","game_2022_4784","2022-02-28","33","10","13","3","20","17","4","1","9","21","3","27","6","0","16","46","56","1","FALSE",NA,"2","331","0","318","away","-1","153",NA
"3103","hartford_hawks","game_2022_3059","2022-01-26","35","16","24","5","22","12","7","2","6","22","0","38","16","0","20","59","57","6","FALSE","5","3","972","0","263","away","-1","263",NA
"3104","hartford_hawks","game_2022_4471","2022-02-23","35","21","23","9","12","5","19","3","6","15","3","25","8","0","11","74","71","20","FALSE",NA,"2","605","0","427","away","-1","427",NA
"3105","hartford_hawks","game_2022_4111","2022-02-16","28","15","16","6","12","8","14","2","2","22","0","22","9","0","13","56","71","3","FALSE",NA,"2","986","0","468","away","-1","468",NA
"3106","hartford_hawks","game_2022_4280","2022-02-19","43","18","16","7","17","12","18","3","3","17","1","21","9","0","19","69","95","3","FALSE",NA,"3","221","0","468","home","1","0",NA
"3107","hartford_hawks","game_2022_3926","2022-02-12","24","9","28","9","8","7","11","1","10","25","1","21","10","0","17","52","69","6","FALSE",NA,"3","194","0","0","home","1","0",NA
"3108","harvard_crimson","game_2022_5","2021-11-09","38","12","30","9","13","9","10","2","7","19","1","24","17","0","18","60","86","1","FALSE",NA,NA,"739","0",NA,"away","-1","7",NA
"3109","harvard_crimson","game_2022_5067","2022-03-06","38","13","35","6","10","9","11","3","7","11","0","23","18","0","20","53","73","0","FALSE",NA,"2","757","0","173","home","1","0",NA
"3110","harvard_crimson","game_2022_259","2021-11-12","36","12","34","14","6","5","21","2","9","19","1","21","13","0","17","71","80","9","FALSE",NA,"3","720","0","110","away","-1","114",NA
"3111","harvard_crimson","game_2022_1944","2021-12-21","55","28","17","9","13","10","18","3","23","11","0","17","19","0","18","93","53","42","FALSE",NA,"2","172","0","319","away","-1","307",NA
"3112","harvard_crimson","game_2022_376","2021-11-14","43","19","25","9","14","5","21","6","7","9","1","30","12","0","19","70","53","22","FALSE",NA,"2","343","0","114","home","1","0",NA
"3113","harvard_crimson","game_2022_596","2021-11-19","40","22","29","6","11","3","16","3","10","19","1","30","12","0","18","65","68","18","FALSE","5","5","1728","0","345","away","-1","345",NA
"3114","harvard_crimson","game_2022_2237","2022-01-07","41","24","28","11","12","8","20","1","9","17","2","31","15","0","17","89","58","34","FALSE",NA,"5","114","0","317","away","-1","67",NA
"3115","harvard_crimson","game_2022_2286","2022-01-08","33","14","28","11","19","12","15","2","10","14","0","23","11","0","18","73","80","13","FALSE",NA,"1",NA,"0","138","away","-1","193",NA
"3116","harvard_crimson","game_2022_802","2021-11-23","36","8","21","9","6","3","12","1","3","14","0","26","8","0","19","46","70","6","FALSE",NA,"4","471",NA,"267","away","-1","106",NA
"3117","harvard_crimson","game_2022_999","2021-11-27","36","17","32","14","6","6","14","1","12","7","0","10","12","0","14","82","79","3","FALSE",NA,"4","554","0","106","home","1","0",NA
"3118","harvard_crimson","game_2022_1125","2021-11-30","44","23","28","17","4","2","25","6","15","13","1","15","12","0","9","99","75","25","FALSE",NA,"3","304","0","0","home","1","0",NA
"3119","harvard_crimson","game_2022_1312","2021-12-04","44","17","25","2","15","12","6","4","7","13","0","31","23","0","13","52","59","10","FALSE",NA,"4","1700","-2","3680","home","0","3680",NA
"3120","harvard_crimson","game_2022_1360","2021-12-05","40","16","23","2","20","16","11","5","9","8","0","10","8","0","25","54","91","4","FALSE",NA,"1","1530","0","0","away","-1","3680",NA
"3121","harvard_crimson","game_2022_1838","2021-12-19","41","19","24","10","11","7","18","2","14","8","1","21","8","0","13","75","43","32","FALSE",NA,"14",NA,"0","3689","away","-1","12",NA
"3122","harvard_crimson","game_2022_3511","2022-02-04","38","19","31","10","10","9","16","1","11","10","0","22","13","0","20","77","73","13","FALSE",NA,"6","455","0","427","home","1","0",NA
"3123","harvard_crimson","game_2022_1992","2021-12-28","40","17","22","11","7","6","19","3","6","13","0","26","11","0","10","73","70","3","FALSE",NA,"7","318","0","411","away","-1","427",NA
"3124","harvard_crimson","game_2022_4235","2022-02-18","57","24","13","4","18","10","19","2","14","12","0","22","16","0","23","70","74","5","FALSE",NA,"6","1023","0","303","away","-1","303",NA
"3125","harvard_crimson","game_2022_2654","2022-01-17","33","22","35","14","15","10","22","0","14","9","0","21","13","0","19","96","62","39","FALSE",NA,"2","130","0","0","home","1","0",NA
"3126","harvard_crimson","game_2022_2136","2022-01-02","42","16","18","3","13","9","6","2","6","16","0","26","15","0","19","50","68","5","FALSE",NA,"5","635","0","54","away","-1","373",NA
"3127","harvard_crimson","game_2022_4330","2022-02-19","44","12","25","6","11","7","9","3","14","14","1","18","21","0","20","49","52","7","FALSE",NA,"1","201","0","286","away","-1","443",NA
"3128","harvard_crimson","game_2022_2584","2022-01-15","49","17","38","7","16","9","16","1","12","6","0","22","23","0","14","64","72","9","FALSE",NA,"7","130","0","193","home","1","0",NA
"3129","harvard_crimson","game_2022_2923","2022-01-22","36","18","34","14","15","11","21","4","19","11","0","25","15","0","20","89","47","51","FALSE",NA,"5","130","0","0","home","1","0",NA
"3130","harvard_crimson","game_2022_3605","2022-02-05","33","18","25","4","25","17","11","2","10","14","0","23","10","0","20","65","59","12","FALSE",NA,"1","709","0","0","home","1","0",NA
"3131","harvard_crimson","game_2022_5172","2022-03-11","40","15","22","9","13","10","9","3","7","14","1","21","12","0","16","67","72","7","FALSE",NA,"5","889","0","0","home","0","0",NA
"3132","harvard_crimson","game_2022_3975","2022-02-12","51","18","37","11","15","9","10","3","13","9","0","21","19","0","22","78","87","0","FALSE","5","7","1151","0","0","home","1","0",NA
"3133","harvard_crimson","game_2022_3273","2022-01-29","37","17","28","8","14","12","16","4","10","19","0","26","16","0","14","70","63","8","FALSE",NA,"7","125","0","427","away","-1","427",NA
"3134","harvard_crimson","game_2022_4968","2022-03-04","30","19","39","15","10","2","20","2","13","6","0","28","10","0","8","85","52","40","FALSE",NA,"13","373","0","378","away","-1","173",NA
"3135","haskell_jayhawks","game_2022_1219","2021-12-02","41","16","20","1","10","3","12","1","10","19","1","26","5","0","17","38","95","0","TRUE",NA,NA,NA,NA,NA,"away","0",NA,NA
"3136","hawaii_rainbow_wahine","game_2022_2555","2022-01-15","26","16","16","8","30","21","13","4","6","21","0","28","9","0","22","77","73","16","FALSE",NA,"2","290","0","114","away","-1","4150","West"
