"","game_id","Wteam_name","Lteam_name","Wscore","Lscore","region"
"788","game_2022_1840","rhode_island_rams","rhode_island_rams",54,44,NA
"789","game_2022_1841","richmond_spiders","richmond_spiders",81,63,NA
"790","game_2022_1842","seton_hall_pirates","seton_hall_pirates",69,57,"South"
"791","game_2022_1843","southern_miss_lady_eagles","southern_miss_lady_eagles",70,55,NA
"792","game_2022_1844","new_mexico_lobos","new_mexico_lobos",78,66,"West"
"793","game_2022_1845","valparaiso_beacons","valparaiso_beacons",65,57,NA
"794","game_2022_1846","toledo_rockets","toledo_rockets",66,57,NA
"795","game_2022_1847","xavier_musketeers","xavier_musketeers",65,58,NA
"796","game_2022_1848","charleston_cougars","charleston_cougars",83,60,"North"
"797","game_2022_1849","creighton_bluejays","creighton_bluejays",71,56,"West"
"798","game_2022_185","kentucky_wildcats","kentucky_wildcats",98,56,"South"
"799","game_2022_1850","depaul_blue_demons","depaul_blue_demons",107,93,"South"
"800","game_2022_1851","nebraska_cornhuskers","nebraska_cornhuskers",89,68,"South"
"801","game_2022_1852","southern_illinois_salukis","southern_illinois_salukis",66,51,NA
"802","game_2022_1853","indiana_hoosiers","indiana_hoosiers",67,57,"South"
"803","game_2022_1854","purdue_boilermakers","purdue_boilermakers",82,76,NA
"804","game_2022_1855","georgia_state_panthers","georgia_state_panthers",55,50,NA
"805","game_2022_1856","stony_brook_seawolves","stony_brook_seawolves",69,62,"East"
"806","game_2022_1857","bowling_green_falcons","bowling_green_falcons",72,60,NA
"807","game_2022_1858","charlotte_49ers","charlotte_49ers",78,42,"North"
"808","game_2022_1859","texas_longhorns","texas_longhorns",74,58,"West"
"809","game_2022_1860","incarnate_word_cardinals","incarnate_word_cardinals",61,55,NA
"810","game_2022_1861","texas_am_aggies","texas_am_aggies",77,51,NA
"811","game_2022_1862","james_madison_dukes","james_madison_dukes",69,61,NA
"812","game_2022_1863","lipscomb_bisons","lipscomb_bisons",54,47,"South"
"813","game_2022_1864","ohio_bobcats","ohio_bobcats",74,60,"South"
"814","game_2022_1865","rider_broncs","rider_broncs",59,43,NA
"815","game_2022_1866","fairfield_stags","fairfield_stags",66,62,"East"
"816","game_2022_1867","marist_red_foxes","marist_red_foxes",61,49,NA
"817","game_2022_1868","chattanooga_mocs","chattanooga_mocs",62,51,NA
"818","game_2022_1869","tennessee_lady_volunteers","tennessee_lady_volunteers",112,58,NA
"819","game_2022_187","san_jose_state_spartans","san_jose_state_spartans",77,67,NA
"820","game_2022_1870","davidson_wildcats","davidson_wildcats",68,46,"North"
"821","game_2022_1871","northern_kentucky_norse","northern_kentucky_norse",84,64,"South"
"822","game_2022_1872","stephen_f_austin_ladyjacks","stephen_f_austin_ladyjacks",70,38,"North"
"823","game_2022_1873","omaha_mavericks","omaha_mavericks",61,55,NA
"824","game_2022_1874","western_illinois_leathernecks","western_illinois_leathernecks",72,66,NA
"825","game_2022_1875","south_dakota_coyotes","south_dakota_coyotes",90,59,"North"
"826","game_2022_1876","south_dakota_state_jackrabbits","south_dakota_state_jackrabbits",85,78,"South"
"827","game_2022_1878","auburn_tigers","auburn_tigers",66,54,NA
"828","game_2022_1879","mississippi_state_bulldogs","mississippi_state_bulldogs",85,47,NA
"829","game_2022_188","gonzaga_bulldogs","gonzaga_bulldogs",72,47,"West"
"830","game_2022_1880","missouri_tigers","missouri_tigers",73,54,"South"
"831","game_2022_1881","marshall_thundering_herd","marshall_thundering_herd",79,58,"South"
"832","game_2022_1882","indiana_state_sycamores","indiana_state_sycamores",55,53,NA
"833","game_2022_1883","green_bay_phoenix","green_bay_phoenix",71,67,NA
"834","game_2022_1884","memphis_tigers","memphis_tigers",71,54,"North"
"835","game_2022_1885","south_florida_bulls","south_florida_bulls",77,55,"North"
"836","game_2022_1886","colorado_buffaloes","colorado_buffaloes",80,56,"West"
"837","game_2022_1887","washington_huskies","washington_huskies",58,42,"West"
"838","game_2022_1888","portland_pilots","portland_pilots",67,50,NA
"839","game_2022_1889","troy_trojans","troy_trojans",99,82,"North"
"840","game_2022_189","uc_irvine_anteaters","uc_irvine_anteaters",81,65,"West"
"841","game_2022_1890","elon_phoenix","elon_phoenix",77,65,"North"
"842","game_2022_1892","richmond_spiders","richmond_spiders",87,75,NA
"843","game_2022_1893","illinois_state_redbirds","illinois_state_redbirds",77,66,"South"
"844","game_2022_1894","alabama_am_bulldogs","alabama_am_bulldogs",65,63,NA
"845","game_2022_1896","bucknell_bison","bucknell_bison",80,69,"East"
"846","game_2022_1897","mississippi_valley_state_devilettes","mississippi_valley_state_devilettes",73,72,NA
"847","game_2022_1898","ball_state_cardinals","ball_state_cardinals",84,63,"South"
"848","game_2022_1899","montana_lady_griz","montana_lady_griz",103,80,"West"
"849","game_2022_19","binghamton_bearcats","binghamton_bearcats",59,55,NA
"850","game_2022_190","portland_pilots","portland_pilots",91,48,"West"
"851","game_2022_1901","monmouth_hawks","monmouth_hawks",76,63,NA
"852","game_2022_1903","boston_college_eagles","boston_college_eagles",97,68,NA
"853","game_2022_1904","duke_blue_devils","duke_blue_devils",78,35,NA
"854","game_2022_1905","georgia_tech_yellow_jackets","georgia_tech_yellow_jackets",78,49,NA
"855","game_2022_1906","north_carolina_tar_heels","north_carolina_tar_heels",83,47,"North"
"856","game_2022_1907","south_carolina_gamecocks","south_carolina_gamecocks",65,61,"North"
"857","game_2022_1908","purdue_boilermakers","purdue_boilermakers",86,53,NA
"858","game_2022_1909","ualbany_great_danes","ualbany_great_danes",65,52,NA
"859","game_2022_191","usc_trojans","usc_trojans",90,50,"West"
"860","game_2022_1910","vermont_catamounts","vermont_catamounts",61,45,NA
"861","game_2022_1911","pacific_tigers","pacific_tigers",75,62,NA
"862","game_2022_1912","gonzaga_bulldogs","gonzaga_bulldogs",76,48,NA
"863","game_2022_1913","byu_cougars","byu_cougars",89,67,"West"
"864","game_2022_1914","idaho_state_bengals","idaho_state_bengals",53,36,"West"
"865","game_2022_1915","california_baptist_lancers","california_baptist_lancers",66,64,NA
"866","game_2022_1916","arizona_state_sun_devils","arizona_state_sun_devils",69,52,NA
"867","game_2022_1917","unlv_lady_rebels","unlv_lady_rebels",70,63,"West"
"868","game_2022_1918","manhattan_jaspers","manhattan_jaspers",85,63,NA
"869","game_2022_1919","houston_cougars","houston_cougars",78,51,"North"
"870","game_2022_192","penn_state_lady_lions","penn_state_lady_lions",83,69,NA
"871","game_2022_1920","southern_utah_thunderbirds","southern_utah_thunderbirds",95,58,"West"
"872","game_2022_1922","florida_gators","florida_gators",67,51,"North"
"873","game_2022_1923","georgia_lady_bulldogs","georgia_lady_bulldogs",89,50,"North"
"874","game_2022_1924","vanderbilt_commodores","vanderbilt_commodores",64,45,NA
"875","game_2022_1925","creighton_bluejays","creighton_bluejays",81,72,"North"
"876","game_2022_1926","valparaiso_beacons","valparaiso_beacons",69,57,NA
"877","game_2022_1927","iu_indianapolis_jaguars","iu_indianapolis_jaguars",74,73,"South"
"878","game_2022_1928","loyola_chicago_ramblers","loyola_chicago_ramblers",66,52,"South"
"879","game_2022_193","st_bonaventure_bonnies","st_bonaventure_bonnies",50,42,NA
"880","game_2022_1930","east_carolina_pirates","east_carolina_pirates",85,57,NA
"881","game_2022_1931","kansas_jayhawks","kansas_jayhawks",68,55,"South"
"882","game_2022_1932","california_golden_bears","california_golden_bears",73,55,NA
"883","game_2022_1933","oklahoma_sooners","oklahoma_sooners",83,76,"West"
"884","game_2022_1934","loyola_marymount_lions","loyola_marymount_lions",64,51,NA
"885","game_2022_1935","west_virginia_mountaineers","west_virginia_mountaineers",74,54,"South"
"886","game_2022_1936","eastern_kentucky_colonels","eastern_kentucky_colonels",89,84,"South"
"887","game_2022_1937","lehigh_mountain_hawks","lehigh_mountain_hawks",70,57,NA
"888","game_2022_1938","villanova_wildcats","villanova_wildcats",66,56,NA
"889","game_2022_1939","uab_blazers","uab_blazers",77,43,NA
"890","game_2022_194","bowling_green_falcons","bowling_green_falcons",90,58,NA
"891","game_2022_1940","utep_miners","utep_miners",93,85,"West"
"892","game_2022_1941","maryland_terrapins","maryland_terrapins",98,52,NA
"893","game_2022_1942","bowling_green_falcons","bowling_green_falcons",67,52,NA
"894","game_2022_1943","seton_hall_pirates","seton_hall_pirates",70,62,NA
"895","game_2022_1944","harvard_crimson","harvard_crimson",93,53,NA
"896","game_2022_1945","ohio_state_buckeyes","ohio_state_buckeyes",66,54,"South"
"897","game_2022_1946","ohio_bobcats","ohio_bobcats",76,67,NA
"898","game_2022_1947","missouri_state_lady_bears","missouri_state_lady_bears",60,46,"South"
"899","game_2022_1948","uc_santa_barbara_gauchos","uc_santa_barbara_gauchos",81,51,NA
"900","game_2022_1949","jacksonville_state_gamecocks","jacksonville_state_gamecocks",60,43,"North"
"901","game_2022_195","iowa_hawkeyes","iowa_hawkeyes",91,54,"South"
"902","game_2022_1952","notre_dame_fighting_irish","notre_dame_fighting_irish",91,86,"South"
"903","game_2022_1953","pittsburgh_panthers","pittsburgh_panthers",67,56,NA
"904","game_2022_1955","merrimack_warriors","merrimack_warriors",70,64,NA
"905","game_2022_1956","saint_peters_peacocks","saint_peters_peacocks",73,52,NA
"906","game_2022_1957","unc_wilmington_seahawks","unc_wilmington_seahawks",45,42,NA
"907","game_2022_1958","louisiana_tech_lady_techsters","louisiana_tech_lady_techsters",74,57,"North"
"908","game_2022_1959","st_thomas_minnesota_tommies","st_thomas_minnesota_tommies",56,48,NA
"909","game_2022_196","texas_tech_lady_raiders","texas_tech_lady_raiders",67,45,"North"
"910","game_2022_1960","western_illinois_leathernecks","western_illinois_leathernecks",77,70,NA
"911","game_2022_1961","south_dakota_coyotes","south_dakota_coyotes",67,57,"South"
"912","game_2022_1962","south_dakota_state_jackrabbits","south_dakota_state_jackrabbits",71,51,"North"
"913","game_2022_1963","north_dakota_state_bison","north_dakota_state_bison",67,61,NA
"914","game_2022_1964","missouri_tigers","missouri_tigers",84,65,NA
"915","game_2022_1965","marquette_golden_eagles","marquette_golden_eagles",60,49,NA
"916","game_2022_1966","davidson_wildcats","davidson_wildcats",79,65,"North"
"917","game_2022_1967","san_francisco_dons","san_francisco_dons",78,76,"West"
"918","game_2022_1968","texas_longhorns","texas_longhorns",70,53,"East"
"919","game_2022_1969","arkansas_state_red_wolves","arkansas_state_red_wolves",74,71,NA
"920","game_2022_197","north_dakota_state_bison","north_dakota_state_bison",69,58,NA
"921","game_2022_1970","massachusetts_minutewomen","massachusetts_minutewomen",86,40,NA
"922","game_2022_1971","old_dominion_monarchs","old_dominion_monarchs",71,68,NA
"923","game_2022_1972","butler_bulldogs","butler_bulldogs",75,67,NA
"924","game_2022_1973","nebraska_cornhuskers","nebraska_cornhuskers",72,61,"West"
"925","game_2022_1974","tarleton_state_texans","tarleton_state_texans",58,47,NA
"926","game_2022_1975","grand_canyon_lopes","grand_canyon_lopes",58,53,"West"
"927","game_2022_1976","st_bonaventure_bonnies","st_bonaventure_bonnies",56,49,NA
"928","game_2022_1977","indiana_hoosiers","indiana_hoosiers",70,37,"South"
"929","game_2022_1978","drake_bulldogs","drake_bulldogs",77,63,"South"
"930","game_2022_1979","tennessee_lady_volunteers","tennessee_lady_volunteers",91,41,NA
"931","game_2022_1980","lsu_tigers","lsu_tigers",83,47,"North"
"932","game_2022_1981","wyoming_cowgirls","wyoming_cowgirls",62,54,NA
"933","game_2022_1982","colorado_state_rams","colorado_state_rams",81,77,NA
"934","game_2022_1983","unlv_lady_rebels","unlv_lady_rebels",73,63,NA
"935","game_2022_1984","nevada_wolf_pack","nevada_wolf_pack",67,52,"West"
"936","game_2022_1987","vanderbilt_commodores","vanderbilt_commodores",94,42,"North"
"937","game_2022_1988","smu_mustangs","smu_mustangs",86,74,NA
"938","game_2022_199","georgia_southern_eagles","georgia_southern_eagles",68,66,NA
"939","game_2022_1990","yale_bulldogs","yale_bulldogs",68,50,NA
"940","game_2022_1992","harvard_crimson","harvard_crimson",73,70,NA
"941","game_2022_1993","buffalo_bulls","buffalo_bulls",92,75,"East"
"942","game_2022_1994","toledo_rockets","toledo_rockets",69,60,"South"
"943","game_2022_1995","charleston_southern_buccaneers","charleston_southern_buccaneers",67,54,NA
"944","game_2022_1996","gardner_webb_runnin_bulldogs","gardner_webb_runnin_bulldogs",64,50,"North"
"945","game_2022_1997","longwood_lancers","longwood_lancers",76,45,NA
"946","game_2022_1998","unc_asheville_bulldogs","unc_asheville_bulldogs",69,60,NA
"947","game_2022_1999","grambling_lady_tigers","grambling_lady_tigers",61,49,NA
"948","game_2022_2","south_carolina_gamecocks","south_carolina_gamecocks",66,57,"East"
"949","game_2022_20","boston_university_terriers","boston_university_terriers",76,47,NA
"950","game_2022_200","georgia_lady_bulldogs","georgia_lady_bulldogs",97,45,"North"
"951","game_2022_2000","bryant_bulldogs","bryant_bulldogs",60,53,NA
"952","game_2022_2001","wagner_seahawks","wagner_seahawks",65,56,NA
"953","game_2022_2002","south_florida_bulls","south_florida_bulls",70,57,"North"
"954","game_2022_2003","oklahoma_sooners","oklahoma_sooners",89,67,"West"
"955","game_2022_2004","richmond_spiders","richmond_spiders",90,50,NA
"956","game_2022_2005","eastern_illinois_panthers","eastern_illinois_panthers",91,64,"South"
"957","game_2022_2006","holy_cross_crusaders","holy_cross_crusaders",63,53,NA
"958","game_2022_2007","xavier_musketeers","xavier_musketeers",77,55,NA
"959","game_2022_2008","lafayette_leopards","lafayette_leopards",59,37,NA
"960","game_2022_201","missouri_tigers","missouri_tigers",76,70,"South"
"961","game_2022_2010","baylor_bears","baylor_bears",86,65,"West"
"962","game_2022_2011","lsu_tigers","lsu_tigers",68,62,"North"
"963","game_2022_2012","missouri_tigers","missouri_tigers",70,69,"South"
"964","game_2022_2013","tennessee_lady_volunteers","tennessee_lady_volunteers",62,44,"North"
"965","game_2022_2014","troy_trojans","troy_trojans",91,80,NA
"966","game_2022_2015","georgia_southern_eagles","georgia_southern_eagles",84,75,NA
"967","game_2022_2016","ut_arlington_mavericks","ut_arlington_mavericks",62,60,"North"
"968","game_2022_2017","texas_state_bobcats","texas_state_bobcats",58,50,"West"
"969","game_2022_2018","indiana_state_sycamores","indiana_state_sycamores",78,70,"South"
"970","game_2022_2019","north_carolina_tar_heels","north_carolina_tar_heels",79,43,"East"
"971","game_2022_202","belmont_bruins","belmont_bruins",62,50,"North"
"972","game_2022_2020","virginia_tech_hokies","virginia_tech_hokies",77,55,NA
"973","game_2022_2021","nc_state_wolfpack","nc_state_wolfpack",79,52,NA
"974","game_2022_2022","louisville_cardinals","louisville_cardinals",79,49,NA
"975","game_2022_2023","wake_forest_demon_deacons","wake_forest_demon_deacons",75,69,"North"
"976","game_2022_2024","north_florida_ospreys","north_florida_ospreys",64,54,NA
"977","game_2022_2025","njit_highlanders","njit_highlanders",54,49,NA
"978","game_2022_2026","maine_black_bears","maine_black_bears",64,58,NA
"979","game_2022_2027","northern_arizona_lumberjacks","northern_arizona_lumberjacks",76,63,NA
"980","game_2022_2028","southern_utah_thunderbirds","southern_utah_thunderbirds",80,70,NA
"981","game_2022_2029","idaho_state_bengals","idaho_state_bengals",69,61,"West"
"982","game_2022_203","south_florida_bulls","south_florida_bulls",72,37,"North"
"983","game_2022_2030","weber_state_wildcats","weber_state_wildcats",68,63,"West"
"984","game_2022_2031","long_beach_state_beach","long_beach_state_beach",76,54,NA
"985","game_2022_2032","fairfield_stags","fairfield_stags",69,52,"East"
"986","game_2022_2033","jacksonville_state_gamecocks","jacksonville_state_gamecocks",61,51,NA
"987","game_2022_2034","tulane_green_wave","tulane_green_wave",72,62,"North"
"988","game_2022_2035","south_dakota_coyotes","south_dakota_coyotes",85,46,NA
"989","game_2022_2036","south_dakota_state_jackrabbits","south_dakota_state_jackrabbits",77,60,NA
"990","game_2022_2037","utah_tech_trailblazers","utah_tech_trailblazers",57,49,"West"
"991","game_2022_2038","abilene_christian_wildcats","abilene_christian_wildcats",69,63,"West"
"992","game_2022_2039","stephen_f_austin_ladyjacks","stephen_f_austin_ladyjacks",65,50,"North"
"993","game_2022_204","tulsa_golden_hurricane","tulsa_golden_hurricane",77,62,NA
"994","game_2022_2040","grand_canyon_lopes","grand_canyon_lopes",66,49,NA
"995","game_2022_2041","youngstown_state_penguins","youngstown_state_penguins",64,41,NA
"996","game_2022_2042","robert_morris_colonials","robert_morris_colonials",63,55,"South"
"997","game_2022_2043","oakland_golden_grizzlies","oakland_golden_grizzlies",66,53,NA
"998","game_2022_2045","marshall_thundering_herd","marshall_thundering_herd",62,44,"North"
"999","game_2022_2046","middle_tennessee_blue_raiders","middle_tennessee_blue_raiders",85,56,"North"
"1000","game_2022_2047","western_kentucky_lady_toppers","western_kentucky_lady_toppers",98,88,"North"
"1001","game_2022_2048","uab_blazers","uab_blazers",76,74,NA
"1002","game_2022_2049","ut_martin_skyhawks","ut_martin_skyhawks",70,62,"South"
"1003","game_2022_205","stanford_cardinal","stanford_cardinal",91,36,NA
"1004","game_2022_2050","belmont_bruins","belmont_bruins",87,49,"North"
"1005","game_2022_2051","murray_state_racers","murray_state_racers",82,58,"South"
"1006","game_2022_2052","tennessee_state_lady_tigers","tennessee_state_lady_tigers",96,93,NA
"1007","game_2022_2053","michigan_state_spartans","michigan_state_spartans",72,69,"South"
"1008","game_2022_2055","samford_bulldogs","samford_bulldogs",78,75,NA
"1009","game_2022_2056","arizona_state_sun_devils","arizona_state_sun_devils",70,54,NA
"1010","game_2022_2058","brown_bears","brown_bears",75,72,NA
"1011","game_2022_2059","michigan_wolverines","michigan_wolverines",90,71,"South"
"1012","game_2022_206","baylor_bears","baylor_bears",81,54,"West"
"1013","game_2022_2060","air_force_falcons","air_force_falcons",65,52,"West"
"1014","game_2022_2061","unlv_lady_rebels","unlv_lady_rebels",66,60,"West"
"1015","game_2022_2062","nevada_wolf_pack","nevada_wolf_pack",83,48,"West"
"1016","game_2022_2063","new_mexico_lobos","new_mexico_lobos",72,68,NA
"1017","game_2022_2064","fresno_state_bulldogs","fresno_state_bulldogs",73,67,NA
"1018","game_2022_2065","missouri_state_lady_bears","missouri_state_lady_bears",55,38,"South"
"1019","game_2022_2066","southern_illinois_salukis","southern_illinois_salukis",62,52,"South"
"1020","game_2022_2067","northern_kentucky_norse","northern_kentucky_norse",54,53,"South"
"1021","game_2022_2068","fairleigh_dickinson_knights","fairleigh_dickinson_knights",65,47,NA
"1022","game_2022_2069","sacred_heart_pioneers","sacred_heart_pioneers",80,61,NA
"1023","game_2022_2070","villanova_wildcats","villanova_wildcats",76,73,NA
"1024","game_2022_2072","washington_state_cougars","washington_state_cougars",69,42,NA
"1025","game_2022_2073","dayton_flyers","dayton_flyers",75,65,"South"
"1026","game_2022_2074","toledo_rockets","toledo_rockets",64,58,"South"
"1027","game_2022_2075","buffalo_bulls","buffalo_bulls",88,83,"East"
"1028","game_2022_2076","western_michigan_broncos","western_michigan_broncos",55,51,"South"
"1029","game_2022_2077","bowling_green_falcons","bowling_green_falcons",82,58,"South"
"1030","game_2022_2078","central_michigan_chippewas","central_michigan_chippewas",72,68,NA
"1031","game_2022_2079","ut_arlington_mavericks","ut_arlington_mavericks",72,56,NA
"1032","game_2022_208","troy_trojans","troy_trojans",79,50,NA
"1033","game_2022_2080","louisiana_ragin_cajuns","louisiana_ragin_cajuns",78,72,"North"
"1034","game_2022_2081","illinois_state_redbirds","illinois_state_redbirds",64,57,NA
"1035","game_2022_2082","drake_bulldogs","drake_bulldogs",97,54,"South"
"1036","game_2022_2083","richmond_spiders","richmond_spiders",82,76,NA
"1037","game_2022_2084","idaho_state_bengals","idaho_state_bengals",67,57,"West"
"1038","game_2022_2085","weber_state_wildcats","weber_state_wildcats",66,56,"West"
"1039","game_2022_2086","campbell_fighting_camels","campbell_fighting_camels",66,53,"East"
"1040","game_2022_2087","hampton_lady_pirates","hampton_lady_pirates",85,71,NA
"1041","game_2022_2088","longwood_lancers","longwood_lancers",83,78,NA
"1042","game_2022_2089","south_carolina_upstate_spartans","south_carolina_upstate_spartans",66,53,"North"
"1043","game_2022_209","north_texas_mean_green","north_texas_mean_green",94,56,NA
"1044","game_2022_2090","long_beach_state_beach","long_beach_state_beach",59,42,NA
"1045","game_2022_2092","oral_roberts_golden_eagles","oral_roberts_golden_eagles",50,45,NA
"1046","game_2022_2093","st_thomas_minnesota_tommies","st_thomas_minnesota_tommies",66,64,NA
"1047","game_2022_2094","south_dakota_coyotes","south_dakota_coyotes",65,38,NA
"1048","game_2022_2095","south_dakota_state_jackrabbits","south_dakota_state_jackrabbits",72,54,NA
"1049","game_2022_2096","tarleton_state_texans","tarleton_state_texans",61,48,"West"
"1050","game_2022_2097","abilene_christian_wildcats","abilene_christian_wildcats",71,53,"West"
"1051","game_2022_2098","robert_morris_colonials","robert_morris_colonials",52,48,NA
"1052","game_2022_2099","youngstown_state_penguins","youngstown_state_penguins",70,59,"South"
"1053","game_2022_210","utep_miners","utep_miners",81,47,NA
"1054","game_2022_2100","western_kentucky_lady_toppers","western_kentucky_lady_toppers",64,50,"North"
"1055","game_2022_2101","marshall_thundering_herd","marshall_thundering_herd",72,55,"South"
"1056","game_2022_2102","utep_miners","utep_miners",56,55,"North"
"1057","game_2022_2103","utsa_roadrunners","utsa_roadrunners",68,60,NA
"1058","game_2022_2104","austin_peay_governors","austin_peay_governors",72,62,"South"
"1059","game_2022_2105","belmont_bruins","belmont_bruins",71,57,"North"
"1060","game_2022_2106","tennessee_state_lady_tigers","tennessee_state_lady_tigers",58,34,NA
"1061","game_2022_2107","tennessee_tech_golden_eagles","tennessee_tech_golden_eagles",65,62,"South"
"1062","game_2022_2108","siu_edwardsville_cougars","siu_edwardsville_cougars",62,58,NA
"1063","game_2022_2109","boston_college_eagles","boston_college_eagles",88,52,NA
"1064","game_2022_211","hampton_lady_pirates","hampton_lady_pirates",51,36,NA
"1065","game_2022_2111","alabama_crimson_tide","alabama_crimson_tide",56,53,"North"
"1066","game_2022_2112","tennessee_lady_volunteers","tennessee_lady_volunteers",70,63,"North"
"1067","game_2022_2113","georgia_lady_bulldogs","georgia_lady_bulldogs",73,69,"North"
"1068","game_2022_2114","lsu_tigers","lsu_tigers",75,66,"North"
"1069","game_2022_2115","south_carolina_gamecocks","south_carolina_gamecocks",80,68,NA
"1070","game_2022_2116","indiana_hoosiers","indiana_hoosiers",70,63,"South"
"1071","game_2022_2117","purdue_boilermakers","purdue_boilermakers",60,58,"South"
"1072","game_2022_2118","kansas_state_wildcats","kansas_state_wildcats",68,59,"West"
"1073","game_2022_2119","oklahoma_sooners","oklahoma_sooners",97,91,"West"
"1074","game_2022_212","nebraska_cornhuskers","nebraska_cornhuskers",102,47,"West"
"1075","game_2022_2120","texas_longhorns","texas_longhorns",62,51,NA
"1076","game_2022_2121","iowa_state_cyclones","iowa_state_cyclones",88,72,"South"
"1077","game_2022_2122","southern_illinois_salukis","southern_illinois_salukis",63,50,"South"
"1078","game_2022_2123","missouri_state_lady_bears","missouri_state_lady_bears",74,62,"South"
"1079","game_2022_2124","louisville_cardinals","louisville_cardinals",50,48,"North"
"1080","game_2022_2125","virginia_tech_hokies","virginia_tech_hokies",66,53,"South"
"1081","game_2022_2126","north_carolina_tar_heels","north_carolina_tar_heels",81,62,NA
"1082","game_2022_2127","duke_blue_devils","duke_blue_devils",72,70,NA
"1083","game_2022_2129","stony_brook_seawolves","stony_brook_seawolves",77,39,NA
"1084","game_2022_213","norfolk_state_spartans","norfolk_state_spartans",65,49,"East"
"1085","game_2022_2130","njit_highlanders","njit_highlanders",67,59,NA
"1086","game_2022_2132","iu_indianapolis_jaguars","iu_indianapolis_jaguars",77,62,"South"
"1087","game_2022_2133","pennsylvania_quakers","pennsylvania_quakers",66,37,NA
"1088","game_2022_2134","columbia_lions","columbia_lions",65,55,"East"
"1089","game_2022_2135","cornell_big_red","cornell_big_red",45,36,NA
"1090","game_2022_2136","princeton_tigers","princeton_tigers",68,50,NA
"1091","game_2022_2137","boston_university_terriers","boston_university_terriers",82,58,NA
"1092","game_2022_2138","lehigh_mountain_hawks","lehigh_mountain_hawks",72,52,NA
"1093","game_2022_2139","creighton_bluejays","creighton_bluejays",67,51,"West"
"1094","game_2022_214","fresno_state_bulldogs","fresno_state_bulldogs",71,62,NA
"1095","game_2022_2140","villanova_wildcats","villanova_wildcats",70,68,NA
"1096","game_2022_2141","stanford_cardinal","stanford_cardinal",82,44,"West"
"1097","game_2022_2142","army_black_knights","army_black_knights",69,62,NA
"1098","game_2022_2143","fordham_rams","fordham_rams",63,36,NA
"1099","game_2022_2144","iowa_hawkeyes","iowa_hawkeyes",93,56,NA
"1100","game_2022_2145","smu_mustangs","smu_mustangs",79,53,NA
"1101","game_2022_2146","san_diego_state_aztecs","san_diego_state_aztecs",73,63,"West"
"1102","game_2022_2147","new_mexico_lobos","new_mexico_lobos",71,68,"West"
"1103","game_2022_2148","nevada_wolf_pack","nevada_wolf_pack",65,54,"West"
"1104","game_2022_2149","florida_am_rattlers","florida_am_rattlers",70,68,NA
"1105","game_2022_2150","prairie_view_am_lady_panthers","prairie_view_am_lady_panthers",65,57,NA
"1106","game_2022_2151","southern_jaguars","southern_jaguars",70,60,NA
"1107","game_2022_2153","nebraska_cornhuskers","nebraska_cornhuskers",79,58,"South"
"1108","game_2022_2154","dayton_flyers","dayton_flyers",90,43,"South"
"1109","game_2022_2155","hampton_lady_pirates","hampton_lady_pirates",66,43,NA
"1110","game_2022_2156","indiana_hoosiers","indiana_hoosiers",76,53,"South"
"1111","game_2022_2157","buffalo_bulls","buffalo_bulls",82,66,NA
"1112","game_2022_2158","ball_state_cardinals","ball_state_cardinals",83,82,"South"
"1113","game_2022_2159","toledo_rockets","toledo_rockets",64,48,NA
"1114","game_2022_2160","western_michigan_broncos","western_michigan_broncos",58,44,NA
"1115","game_2022_2161","akron_zips","akron_zips",62,61,"South"
"1116","game_2022_2162","iowa_state_cyclones","iowa_state_cyclones",81,71,"South"
"1117","game_2022_2163","kansas_state_wildcats","kansas_state_wildcats",60,49,"West"
"1118","game_2022_2164","texas_tech_lady_raiders","texas_tech_lady_raiders",74,61,"West"
"1119","game_2022_2165","eastern_kentucky_colonels","eastern_kentucky_colonels",61,46,NA
"1120","game_2022_2166","jacksonville_state_gamecocks","jacksonville_state_gamecocks",72,63,NA
"1121","game_2022_2167","liberty_flames","liberty_flames",65,49,"East"
"1122","game_2022_2168","florida_gulf_coast_eagles","florida_gulf_coast_eagles",88,57,"North"
"1123","game_2022_2169","vermont_catamounts","vermont_catamounts",60,37,NA
"1124","game_2022_217","nc_state_wolfpack","nc_state_wolfpack",90,57,"East"
"1125","game_2022_2170","maine_black_bears","maine_black_bears",65,44,NA
"1126","game_2022_2171","vcu_rams","vcu_rams",74,70,NA
"1127","game_2022_2172","richmond_spiders","richmond_spiders",66,63,NA
"1128","game_2022_2173","gardner_webb_runnin_bulldogs","gardner_webb_runnin_bulldogs",99,62,NA
"1129","game_2022_2174","longwood_lancers","longwood_lancers",62,57,NA
"1130","game_2022_2175","south_florida_bulls","south_florida_bulls",61,46,NA
"1131","game_2022_2176","houston_cougars","houston_cougars",66,61,"North"
"1132","game_2022_2177","tulsa_golden_hurricane","tulsa_golden_hurricane",72,69,"North"
"1133","game_2022_2178","ucf_knights","ucf_knights",54,47,"North"
"1134","game_2022_2179","american_university_eagles","american_university_eagles",66,52,"East"
"1135","game_2022_218","duke_blue_devils","duke_blue_devils",70,56,"South"
"1136","game_2022_2180","boston_university_terriers","boston_university_terriers",64,51,NA
"1137","game_2022_2181","alabama_am_bulldogs","alabama_am_bulldogs",65,56,NA
"1138","game_2022_2183","alabama_state_lady_hornets","alabama_state_lady_hornets",54,40,"North"
"1139","game_2022_2184","lehigh_mountain_hawks","lehigh_mountain_hawks",62,55,NA
